,map_name,player_name,team_name,hero_name
55613,Lijiang Tower,Patiphan,Los Angeles Gladiators,Reaper
55634,Lijiang Tower,Patiphan,Los Angeles Gladiators,Soldier: 76
55676,Lijiang Tower,Reiner,Los Angeles Gladiators,Doomfist
55695,Lijiang Tower,Reiner,Los Angeles Gladiators,Winston
55732,Lijiang Tower,kevster,Los Angeles Gladiators,Genji
55756,Lijiang Tower,kevster,Los Angeles Gladiators,Tracer
55786,Lijiang Tower,shu,Los Angeles Gladiators,Ana
55814,Lijiang Tower,shu,Los Angeles Gladiators,Moira
55854,Lijiang Tower,Coluge,San Francisco Shock,Winston
55887,Lijiang Tower,FiNN,San Francisco Shock,Moira
55926,Lijiang Tower,Proper,San Francisco Shock,Reaper
55944,Lijiang Tower,Proper,San Francisco Shock,Tracer
55978,Lijiang Tower,Viol2t,San Francisco Shock,Lucio
56020,Lijiang Tower,s9mm,San Francisco Shock,Echo
56043,Lijiang Tower,s9mm,San Francisco Shock,Genji
56077,Lijiang Tower,Crimzo,Boston Uprising,Ana
56124,Lijiang Tower,Faith,Boston Uprising,Lucio
56158,Lijiang Tower,Valentine,Boston Uprising,Genji
56180,Lijiang Tower,Valentine,Boston Uprising,Reaper
56200,Lijiang Tower,Valentine,Boston Uprising,Symmetra
56218,Lijiang Tower,Victoria,Boston Uprising,Soldier: 76
56237,Lijiang Tower,Victoria,Boston Uprising,Tracer
56263,Lijiang Tower,punk,Boston Uprising,Zarya
56292,Lijiang Tower,Although,Toronto Defiant,Genji
56311,Lijiang Tower,Although,Toronto Defiant,Reaper
56339,Lijiang Tower,CH0R0NG,Toronto Defiant,Lucio
56380,Lijiang Tower,HOTBA,Toronto Defiant,Winston
56399,Lijiang Tower,HOTBA,Toronto Defiant,Zarya
56436,Lijiang Tower,Heesu,Toronto Defiant,Soldier: 76
56459,Lijiang Tower,Heesu,Toronto Defiant,Tracer
56488,Lijiang Tower,Twilight,Toronto Defiant,Ana
56523,Eichenwalde,Crimzo,Boston Uprising,Ana
56564,Eichenwalde,Faith,Boston Uprising,Lucio
56603,Eichenwalde,Valentine,Boston Uprising,Reaper
56637,Eichenwalde,Victoria,Boston Uprising,Soldier: 76
56662,Eichenwalde,Victoria,Boston Uprising,Tracer
56664,Eichenwalde,Victoria,Boston Uprising,Widowmaker
56691,Eichenwalde,punk,Boston Uprising,Zarya
56736,Eichenwalde,Although,Toronto Defiant,Genji
56756,Eichenwalde,Although,Toronto Defiant,Reaper
56797,Eichenwalde,CH0R0NG,Toronto Defiant,Lucio
56839,Eichenwalde,HOTBA,Toronto Defiant,Zarya
56878,Eichenwalde,Heesu,Toronto Defiant,Reaper
56894,Eichenwalde,Heesu,Toronto Defiant,Soldier: 76
56929,Eichenwalde,Twilight,Toronto Defiant,Ana
56957,Eichenwalde,Twilight,Toronto Defiant,Moira
56970,Dorado,Faith,Boston Uprising,Brigitte
56996,Dorado,ITSAL,Boston Uprising,Winston
57037,Dorado,MCD,Boston Uprising,Ana
57074,Dorado,Valentine,Boston Uprising,Symmetra
57083,Dorado,Valentine,Boston Uprising,Tracer
57125,Dorado,Victoria,Boston Uprising,Soldier: 76
57140,Dorado,Victoria,Boston Uprising,Widowmaker
57181,Dorado,Although,Toronto Defiant,Genji
57204,Dorado,Although,Toronto Defiant,Symmetra
57211,Dorado,Although,Toronto Defiant,Tracer
57229,Dorado,CH0R0NG,Toronto Defiant,Brigitte
57264,Dorado,HOTBA,Toronto Defiant,Winston
57310,Dorado,Heesu,Toronto Defiant,Soldier: 76
57327,Dorado,Heesu,Toronto Defiant,Widowmaker
57354,Dorado,Twilight,Toronto Defiant,Ana
57391,New Queen Street,Crimzo,Boston Uprising,Ana
57422,New Queen Street,Crimzo,Boston Uprising,Moira
57443,New Queen Street,Faith,Boston Uprising,Lucio
57482,New Queen Street,Valentine,Boston Uprising,Genji
57494,New Queen Street,Valentine,Boston Uprising,Reaper
57524,New Queen Street,Victoria,Boston Uprising,Soldier: 76
57553,New Queen Street,punk,Boston Uprising,Zarya
