,esports_match_id,map_name,map_type,player_name,team_name,hero_name
30762,39059,Busan,control,Becky,Los Angeles Valiant,Genji
30783,39059,Busan,control,Becky,Los Angeles Valiant,Symmetra
30786,39059,Busan,control,Becky,Los Angeles Valiant,Tracer
30804,39059,Busan,control,Diya,Los Angeles Valiant,Doomfist
30812,39059,Busan,control,Diya,Los Angeles Valiant,Junker Queen
30852,39059,Busan,control,Ezhan,Los Angeles Valiant,Ashe
30873,39059,Busan,control,Ezhan,Los Angeles Valiant,Sojourn
30891,39059,Busan,control,Ezhan,Los Angeles Valiant,Tracer
30907,39059,Busan,control,Lengsa,Los Angeles Valiant,Lucio
30952,39059,Busan,control,SASIN,Los Angeles Valiant,Brigitte
30984,39059,Busan,control,AimGod,Seoul Infernal,Brigitte
31011,39059,Busan,control,FIXA,Seoul Infernal,Lucio
31054,39059,Busan,control,Fury,Seoul Infernal,Junker Queen
31090,39059,Busan,control,ZEST,Seoul Infernal,Genji
31127,39059,Busan,control,carpe,Seoul Infernal,Sojourn
31162,39212,Oasis,control,Danteh,Houston Outlaws,Junker Queen
31199,39212,Oasis,control,Lastro,Houston Outlaws,Brigitte
31230,39212,Oasis,control,Lep,Houston Outlaws,Lucio
31269,39212,Oasis,control,MER1T,Houston Outlaws,Sojourn
31291,39212,Oasis,control,MER1T,Houston Outlaws,Symmetra
31307,39212,Oasis,control,PELICAN,Houston Outlaws,Genji
31328,39212,Oasis,control,PELICAN,Houston Outlaws,Symmetra
31348,39212,Oasis,control,Admiral,London Spitfire,Lucio
31387,39212,Oasis,control,Backbone,London Spitfire,Genji
31407,39212,Oasis,control,Backbone,London Spitfire,Mei
31441,39212,Oasis,control,Hadi,London Spitfire,Junker Queen
31481,39212,Oasis,control,Landon,London Spitfire,Brigitte
31516,39212,Oasis,control,SparkR,London Spitfire,Sojourn
31561,39212,Paraíso,hybrid,Danteh,Houston Outlaws,Junker Queen
31605,39212,Paraíso,hybrid,Lastro,Houston Outlaws,Brigitte
31639,39212,Paraíso,hybrid,Lep,Houston Outlaws,Lucio
31674,39212,Paraíso,hybrid,MER1T,Houston Outlaws,Ashe
31699,39212,Paraíso,hybrid,MER1T,Houston Outlaws,Sojourn
31729,39212,Paraíso,hybrid,PELICAN,Houston Outlaws,Genji
31750,39212,Paraíso,hybrid,PELICAN,Houston Outlaws,Widowmaker
31779,39212,Paraíso,hybrid,Admiral,London Spitfire,Lucio
31819,39212,Paraíso,hybrid,Backbone,London Spitfire,Genji
31839,39212,Paraíso,hybrid,Backbone,London Spitfire,Mei
31855,39212,Paraíso,hybrid,Backbone,London Spitfire,Widowmaker
31887,39212,Paraíso,hybrid,Hadi,London Spitfire,Junker Queen
31923,39212,Paraíso,hybrid,Landon,London Spitfire,Brigitte
31951,39212,Paraíso,hybrid,SparkR,London Spitfire,Sojourn
31983,39212,Dorado,payload,Danteh,Houston Outlaws,Junker Queen
32025,39212,Dorado,payload,Lastro,Houston Outlaws,Brigitte
32050,39212,Dorado,payload,Lep,Houston Outlaws,Lucio
32082,39212,Dorado,payload,MER1T,Houston Outlaws,Ashe
32112,39212,Dorado,payload,MER1T,Houston Outlaws,Sojourn
32135,39212,Dorado,payload,PELICAN,Houston Outlaws,Genji
32172,39212,Dorado,payload,Admiral,London Spitfire,Lucio
32215,39212,Dorado,payload,Backbone,London Spitfire,Genji
32239,39212,Dorado,payload,Backbone,London Spitfire,Widowmaker
32260,39212,Dorado,payload,Hadi,London Spitfire,Junker Queen
32299,39212,Dorado,payload,Landon,London Spitfire,Brigitte
32327,39212,Dorado,payload,SparkR,London Spitfire,Ashe
32339,39212,Dorado,payload,SparkR,London Spitfire,Sojourn
32363,39212,Dorado,payload,SparkR,London Spitfire,Symmetra
32385,39213,Busan,control,FunnyAstro,Los Angeles Gladiators,Lucio
32421,39213,Busan,control,Happy,Los Angeles Gladiators,Sojourn
32444,39213,Busan,control,Happy,Los Angeles Gladiators,Symmetra
32462,39213,Busan,control,Reiner,Los Angeles Gladiators,Doomfist
32464,39213,Busan,control,Reiner,Los Angeles Gladiators,Junker Queen
32498,39213,Busan,control,kevster,Los Angeles Gladiators,Genji
32533,39213,Busan,control,skewed,Los Angeles Gladiators,Brigitte
32563,39213,Busan,control,Coluge,San Francisco Shock,Junker Queen
32601,39213,Busan,control,FiNN,San Francisco Shock,Brigitte
32625,39213,Busan,control,Kilo,San Francisco Shock,Sojourn
32667,39213,Busan,control,Proper,San Francisco Shock,Genji
32700,39213,Busan,control,Viol2t,San Francisco Shock,Lucio
32741,39213,Paraíso,hybrid,FunnyAstro,Los Angeles Gladiators,Lucio
32777,39213,Paraíso,hybrid,Happy,Los Angeles Gladiators,Ashe
32797,39213,Paraíso,hybrid,Happy,Los Angeles Gladiators,Genji
32805,39213,Paraíso,hybrid,Happy,Los Angeles Gladiators,Sojourn
32832,39213,Paraíso,hybrid,Happy,Los Angeles Gladiators,Widowmaker
