,esports_match_id,map_name,map_type,player_name,team_name,hero_name,tournament_title
868,39161,Watchpoint: Gibraltar,payload,Hydron,Florida Mayhem,Sojourn,Midseason Madness: Qualifiers
901,39161,Watchpoint: Gibraltar,payload,Rupal,Florida Mayhem,Baptiste,Midseason Madness: Qualifiers
938,39161,Watchpoint: Gibraltar,payload,SirMajed,Florida Mayhem,Zenyatta,Midseason Madness: Qualifiers
973,39161,Watchpoint: Gibraltar,payload,Someone,Florida Mayhem,Sigma,Midseason Madness: Qualifiers
998,39161,Watchpoint: Gibraltar,payload,Admiral,London Spitfire,Brigitte,Midseason Madness: Qualifiers
1017,39161,Watchpoint: Gibraltar,payload,Admiral,London Spitfire,Lucio,Midseason Madness: Qualifiers
1039,39161,Watchpoint: Gibraltar,payload,Landon,London Spitfire,Baptiste,Midseason Madness: Qualifiers
1046,39161,Watchpoint: Gibraltar,payload,Landon,London Spitfire,Zenyatta,Midseason Madness: Qualifiers
1076,39161,Watchpoint: Gibraltar,payload,Poko,London Spitfire,D.Va,Midseason Madness: Qualifiers
1084,39161,Watchpoint: Gibraltar,payload,Poko,London Spitfire,Roadhog,Midseason Madness: Qualifiers
1091,39161,Watchpoint: Gibraltar,payload,Poko,London Spitfire,Sigma,Midseason Madness: Qualifiers
1117,39161,Watchpoint: Gibraltar,payload,Shax,London Spitfire,Symmetra,Midseason Madness: Qualifiers
1125,39161,Watchpoint: Gibraltar,payload,Shax,London Spitfire,Tracer,Midseason Madness: Qualifiers
1155,39161,Watchpoint: Gibraltar,payload,SparkR,London Spitfire,Sojourn,Midseason Madness: Qualifiers
1189,39161,Colosseo,push,Checkmate,Florida Mayhem,Echo,Midseason Madness: Qualifiers
1229,39161,Colosseo,push,Hydron,Florida Mayhem,Sojourn,Midseason Madness: Qualifiers
1264,39161,Colosseo,push,Rupal,Florida Mayhem,Baptiste,Midseason Madness: Qualifiers
1301,39161,Colosseo,push,SirMajed,Florida Mayhem,Zenyatta,Midseason Madness: Qualifiers
1344,39161,Colosseo,push,Someone,Florida Mayhem,Wrecking Ball,Midseason Madness: Qualifiers
1379,39161,Colosseo,push,Admiral,London Spitfire,Lucio,Midseason Madness: Qualifiers
1414,39161,Colosseo,push,Backbone,London Spitfire,Mei,Midseason Madness: Qualifiers
1422,39161,Colosseo,push,Backbone,London Spitfire,Sombra,Midseason Madness: Qualifiers
1454,39161,Colosseo,push,Hadi,London Spitfire,Reinhardt,Midseason Madness: Qualifiers
1480,39161,Colosseo,push,Landon,London Spitfire,Baptiste,Midseason Madness: Qualifiers
1503,39161,Colosseo,push,Landon,London Spitfire,Moira,Midseason Madness: Qualifiers
1537,39161,Colosseo,push,SparkR,London Spitfire,Soldier: 76,Midseason Madness: Qualifiers
1568,39161,Oasis,control,Checkmate,Florida Mayhem,Echo,Midseason Madness: Qualifiers
1591,39161,Oasis,control,Checkmate,Florida Mayhem,Symmetra,Midseason Madness: Qualifiers
1598,39161,Oasis,control,Checkmate,Florida Mayhem,Tracer,Midseason Madness: Qualifiers
1628,39161,Oasis,control,Hydron,Florida Mayhem,Sojourn,Midseason Madness: Qualifiers
1665,39161,Oasis,control,Rupal,Florida Mayhem,Baptiste,Midseason Madness: Qualifiers
1700,39161,Oasis,control,SirMajed,Florida Mayhem,Lucio,Midseason Madness: Qualifiers
1705,39161,Oasis,control,SirMajed,Florida Mayhem,Zenyatta,Midseason Madness: Qualifiers
1740,39161,Oasis,control,Someone,Florida Mayhem,Doomfist,Midseason Madness: Qualifiers
1757,39161,Oasis,control,Someone,Florida Mayhem,Wrecking Ball,Midseason Madness: Qualifiers
1800,39161,Oasis,control,Admiral,London Spitfire,Brigitte,Midseason Madness: Qualifiers
1815,39161,Oasis,control,Admiral,London Spitfire,Lucio,Midseason Madness: Qualifiers
1868,39161,Oasis,control,Backbone,London Spitfire,Echo,Midseason Madness: Qualifiers
1891,39161,Oasis,control,Backbone,London Spitfire,Mei,Midseason Madness: Qualifiers
1909,39161,Oasis,control,Backbone,London Spitfire,Soldier: 76,Midseason Madness: Qualifiers
1930,39161,Oasis,control,Backbone,London Spitfire,Symmetra,Midseason Madness: Qualifiers
1960,39161,Oasis,control,Hadi,London Spitfire,Reinhardt,Midseason Madness: Qualifiers
1988,39161,Oasis,control,Hadi,London Spitfire,Wrecking Ball,Midseason Madness: Qualifiers
2025,39161,Oasis,control,Landon,London Spitfire,Baptiste,Midseason Madness: Qualifiers
2047,39161,Oasis,control,Landon,London Spitfire,Zenyatta,Midseason Madness: Qualifiers
2082,39161,Oasis,control,SparkR,London Spitfire,Soldier: 76,Midseason Madness: Qualifiers
2100,39161,Oasis,control,SparkR,London Spitfire,Symmetra,Midseason Madness: Qualifiers
2105,39161,Oasis,control,SparkR,London Spitfire,Tracer,Midseason Madness: Qualifiers
2144,39162,Lijiang Tower,control,ChiYo,Dallas Fuel,Brigitte,Midseason Madness: Qualifiers
2164,39162,Lijiang Tower,control,ChiYo,Dallas Fuel,Lucio,Midseason Madness: Qualifiers
2190,39162,Lijiang Tower,control,ChiYo,Dallas Fuel,Zenyatta,Midseason Madness: Qualifiers
2221,39162,Lijiang Tower,control,FEARLESS,Dallas Fuel,Doomfist,Midseason Madness: Qualifiers
2244,39162,Lijiang Tower,control,FEARLESS,Dallas Fuel,Reinhardt,Midseason Madness: Qualifiers
2273,39162,Lijiang Tower,control,Fielder,Dallas Fuel,Ana,Midseason Madness: Qualifiers
2288,39162,Lijiang Tower,control,Fielder,Dallas Fuel,Baptiste,Midseason Madness: Qualifiers
2308,39162,Lijiang Tower,control,Fielder,Dallas Fuel,Zenyatta,Midseason Madness: Qualifiers
2350,39162,Lijiang Tower,control,SP9RK1E,Dallas Fuel,Sombra,Midseason Madness: Qualifiers
2371,39162,Lijiang Tower,control,SP9RK1E,Dallas Fuel,Symmetra,Midseason Madness: Qualifiers
2391,39162,Lijiang Tower,control,SP9RK1E,Dallas Fuel,Tracer,Midseason Madness: Qualifiers
2416,39162,Lijiang Tower,control,guriyo,Dallas Fuel,Cassidy,Midseason Madness: Qualifiers
2428,39162,Lijiang Tower,control,guriyo,Dallas Fuel,Sombra,Midseason Madness: Qualifiers
2445,39162,Lijiang Tower,control,guriyo,Dallas Fuel,Symmetra,Midseason Madness: Qualifiers
2453,39162,Lijiang Tower,control,guriyo,Dallas Fuel,Tracer,Midseason Madness: Qualifiers
2483,39162,Lijiang Tower,control,FiNN,San Francisco Shock,Zenyatta,Midseason Madness: Qualifiers
2530,39162,Lijiang Tower,control,Proper,San Francisco Shock,Symmetra,Midseason Madness: Qualifiers
2534,39162,Lijiang Tower,control,Proper,San Francisco Shock,Tracer,Midseason Madness: Qualifiers
2564,39162,Lijiang Tower,control,Viol2t,San Francisco Shock,Baptiste,Midseason Madness: Qualifiers
2589,39162,Lijiang Tower,control,Viol2t,San Francisco Shock,Moira,Midseason Madness: Qualifiers
2627,39162,Lijiang Tower,control,mikeyy,San Francisco Shock,Wrecking Ball,Midseason Madness: Qualifiers
2674,39162,Lijiang Tower,control,s9mm,San Francisco Shock,Echo,Midseason Madness: Qualifiers
2699,39162,Lijiang Tower,control,s9mm,San Francisco Shock,Sojourn,Midseason Madness: Qualifiers
2721,39162,Lijiang Tower,control,s9mm,San Francisco Shock,Sombra,Midseason Madness: Qualifiers
2757,39162,Midtown,hybrid,ChiYo,Dallas Fuel,Lucio,Midseason Madness: Qualifiers
2774,39162,Midtown,hybrid,ChiYo,Dallas Fuel,Zenyatta,Midseason Madness: Qualifiers
2802,39162,Midtown,hybrid,Edison,Dallas Fuel,Symmetra,Midseason Madness: Qualifiers
2830,39162,Midtown,hybrid,Edison,Dallas Fuel,Tracer,Midseason Madness: Qualifiers
2857,39162,Midtown,hybrid,Fielder,Dallas Fuel,Baptiste,Midseason Madness: Qualifiers
2898,39162,Midtown,hybrid,Hanbin,Dallas Fuel,Doomfist,Midseason Madness: Qualifiers
2908,39162,Midtown,hybrid,Hanbin,Dallas Fuel,Reinhardt,Midseason Madness: Qualifiers
2926,39162,Midtown,hybrid,Hanbin,Dallas Fuel,Sigma,Midseason Madness: Qualifiers
2960,39162,Midtown,hybrid,guriyo,Dallas Fuel,Cassidy,Midseason Madness: Qualifiers
2976,39162,Midtown,hybrid,guriyo,Dallas Fuel,Hanzo,Midseason Madness: Qualifiers
2990,39162,Midtown,hybrid,guriyo,Dallas Fuel,Mei,Midseason Madness: Qualifiers
3022,39162,Midtown,hybrid,Coluge,San Francisco Shock,Sigma,Midseason Madness: Qualifiers
3049,39162,Midtown,hybrid,FiNN,San Francisco Shock,Ana,Midseason Madness: Qualifiers
3055,39162,Midtown,hybrid,FiNN,San Francisco Shock,Zenyatta,Midseason Madness: Qualifiers
3086,39162,Midtown,hybrid,Proper,San Francisco Shock,Sojourn,Midseason Madness: Qualifiers
3109,39162,Midtown,hybrid,Proper,San Francisco Shock,Tracer,Midseason Madness: Qualifiers
3131,39162,Midtown,hybrid,Proper,San Francisco Shock,Widowmaker,Midseason Madness: Qualifiers
3154,39162,Midtown,hybrid,Viol2t,San Francisco Shock,Baptiste,Midseason Madness: Qualifiers
3191,39162,Midtown,hybrid,s9mm,San Francisco Shock,Echo,Midseason Madness: Qualifiers
3214,39162,Midtown,hybrid,s9mm,San Francisco Shock,Hanzo,Midseason Madness: Qualifiers
3240,39162,Circuit royal,payload,ChiYo,Dallas Fuel,Brigitte,Midseason Madness: Qualifiers
3258,39162,Circuit royal,payload,ChiYo,Dallas Fuel,Zenyatta,Midseason Madness: Qualifiers
3299,39162,Circuit royal,payload,Edison,Dallas Fuel,Genji,Midseason Madness: Qualifiers
3318,39162,Circuit royal,payload,Edison,Dallas Fuel,Hanzo,Midseason Madness: Qualifiers
3357,39162,Circuit royal,payload,Fielder,Dallas Fuel,Baptiste,Midseason Madness: Qualifiers
3382,39162,Circuit royal,payload,Fielder,Dallas Fuel,Zenyatta,Midseason Madness: Qualifiers
3414,39162,Circuit royal,payload,Hanbin,Dallas Fuel,Sigma,Midseason Madness: Qualifiers
3439,39162,Circuit royal,payload,guriyo,Dallas Fuel,Widowmaker,Midseason Madness: Qualifiers
3471,39162,Circuit royal,payload,Coluge,San Francisco Shock,Sigma,Midseason Madness: Qualifiers
3506,39162,Circuit royal,payload,FiNN,San Francisco Shock,Zenyatta,Midseason Madness: Qualifiers
3548,39162,Circuit royal,payload,Kilo,San Francisco Shock,Widowmaker,Midseason Madness: Qualifiers
3581,39162,Circuit royal,payload,Proper,San Francisco Shock,Genji,Midseason Madness: Qualifiers
3607,39162,Circuit royal,payload,Proper,San Francisco Shock,Hanzo,Midseason Madness: Qualifiers
3632,39162,Circuit royal,payload,Proper,San Francisco Shock,Tracer,Midseason Madness: Qualifiers
3652,39162,Circuit royal,payload,Viol2t,San Francisco Shock,Baptiste,Midseason Madness: Qualifiers
3692,39163,Ilios,control,Flora,New York Excelsior,Ashe,Midseason Madness: Qualifiers
3699,39163,Ilios,control,Flora,New York Excelsior,Hanzo,Midseason Madness: Qualifiers
3719,39163,Ilios,control,Flora,New York Excelsior,Symmetra,Midseason Madness: Qualifiers
3723,39163,Ilios,control,Flora,New York Excelsior,Tracer,Midseason Madness: Qualifiers
3755,39163,Ilios,control,GangNamJin,New York Excelsior,Brigitte,Midseason Madness: Qualifiers
3775,39163,Ilios,control,GangNamJin,New York Excelsior,Lucio,Midseason Madness: Qualifiers
3779,39163,Ilios,control,GangNamJin,New York Excelsior,Mercy,Midseason Madness: Qualifiers
3801,39163,Ilios,control,Kellan,New York Excelsior,Sigma,Midseason Madness: Qualifiers
3817,39163,Ilios,control,Kellan,New York Excelsior,Wrecking Ball,Midseason Madness: Qualifiers
3856,39163,Ilios,control,Myunb0ng,New York Excelsior,Zenyatta,Midseason Madness: Qualifiers
3898,39163,Ilios,control,Yaki,New York Excelsior,Echo,Midseason Madness: Qualifiers
3920,39163,Ilios,control,Yaki,New York Excelsior,Symmetra,Midseason Madness: Qualifiers
3928,39163,Ilios,control,Yaki,New York Excelsior,Tracer,Midseason Madness: Qualifiers
3963,39163,Ilios,control,Assassin,Washington Justice,Echo,Midseason Madness: Qualifiers
3986,39163,Ilios,control,Assassin,Washington Justice,Sombra,Midseason Madness: Qualifiers
4001,39163,Ilios,control,Assassin,Washington Justice,Symmetra,Midseason Madness: Qualifiers
4009,39163,Ilios,control,Assassin,Washington Justice,Widowmaker,Midseason Madness: Qualifiers
4047,39163,Ilios,control,Decay,Washington Justice,Symmetra,Midseason Madness: Qualifiers
4052,39163,Ilios,control,Decay,Washington Justice,Tracer,Midseason Madness: Qualifiers
4089,39163,Ilios,control,Kalios,Washington Justice,D.Va,Midseason Madness: Qualifiers
4110,39163,Ilios,control,Kalios,Washington Justice,Doomfist,Midseason Madness: Qualifiers
4118,39163,Ilios,control,Kalios,Washington Justice,Sigma,Midseason Madness: Qualifiers
4143,39163,Ilios,control,Krillin,Washington Justice,Zenyatta,Midseason Madness: Qualifiers
4174,39163,Ilios,control,OPENER,Washington Justice,Baptiste,Midseason Madness: Qualifiers
4194,39163,Ilios,control,OPENER,Washington Justice,Brigitte,Midseason Madness: Qualifiers
4222,39163,King's Row,hybrid,Flora,New York Excelsior,Ashe,Midseason Madness: Qualifiers
4234,39163,King's Row,hybrid,Flora,New York Excelsior,Hanzo,Midseason Madness: Qualifiers
4260,39163,King's Row,hybrid,GangNamJin,New York Excelsior,Baptiste,Midseason Madness: Qualifiers
4284,39163,King's Row,hybrid,GangNamJin,New York Excelsior,Lucio,Midseason Madness: Qualifiers
4312,39163,King's Row,hybrid,Kellan,New York Excelsior,Sigma,Midseason Madness: Qualifiers
4335,39163,King's Row,hybrid,Myunb0ng,New York Excelsior,Zenyatta,Midseason Madness: Qualifiers
4366,39163,King's Row,hybrid,Yaki,New York Excelsior,Echo,Midseason Madness: Qualifiers
4390,39163,King's Row,hybrid,Yaki,New York Excelsior,Tracer,Midseason Madness: Qualifiers
4412,39163,King's Row,hybrid,Decay,Washington Justice,Symmetra,Midseason Madness: Qualifiers
4418,39163,King's Row,hybrid,Decay,Washington Justice,Tracer,Midseason Madness: Qualifiers
4444,39163,King's Row,hybrid,Happy,Washington Justice,Sojourn,Midseason Madness: Qualifiers
4463,39163,King's Row,hybrid,Happy,Washington Justice,Widowmaker,Midseason Madness: Qualifiers
4483,39163,King's Row,hybrid,Kalios,Washington Justice,Sigma,Midseason Madness: Qualifiers
4513,39163,King's Row,hybrid,Krillin,Washington Justice,Zenyatta,Midseason Madness: Qualifiers
4542,39163,King's Row,hybrid,OPENER,Washington Justice,Baptiste,Midseason Madness: Qualifiers
4566,39163,King's Row,hybrid,OPENER,Washington Justice,Lucio,Midseason Madness: Qualifiers
4590,39163,Route 66,payload,Flora,New York Excelsior,Ashe,Midseason Madness: Qualifiers
4613,39163,Route 66,payload,Flora,New York Excelsior,Soldier: 76,Midseason Madness: Qualifiers
4642,39163,Route 66,payload,GangNamJin,New York Excelsior,Baptiste,Midseason Madness: Qualifiers
4666,39163,Route 66,payload,GangNamJin,New York Excelsior,Lucio,Midseason Madness: Qualifiers
4692,39163,Route 66,payload,Kellan,New York Excelsior,Sigma,Midseason Madness: Qualifiers
4720,39163,Route 66,payload,Myunb0ng,New York Excelsior,Zenyatta,Midseason Madness: Qualifiers
4750,39163,Route 66,payload,Yaki,New York Excelsior,Tracer,Midseason Madness: Qualifiers
4774,39163,Route 66,payload,Decay,Washington Justice,Hanzo,Midseason Madness: Qualifiers
4777,39163,Route 66,payload,Decay,Washington Justice,Tracer,Midseason Madness: Qualifiers
4802,39163,Route 66,payload,Happy,Washington Justice,Sojourn,Midseason Madness: Qualifiers
4821,39163,Route 66,payload,Happy,Washington Justice,Widowmaker,Midseason Madness: Qualifiers
4834,39163,Route 66,payload,Kalios,Washington Justice,Sigma,Midseason Madness: Qualifiers
4871,39163,Route 66,payload,Krillin,Washington Justice,Ana,Midseason Madness: Qualifiers
4878,39163,Route 66,payload,Krillin,Washington Justice,Zenyatta,Midseason Madness: Qualifiers
4915,39163,Route 66,payload,OPENER,Washington Justice,Baptiste,Midseason Madness: Qualifiers
4940,39163,Route 66,payload,OPENER,Washington Justice,Lucio,Midseason Madness: Qualifiers
4954,39163,Colosseo,push,Flora,New York Excelsior,Hanzo,Midseason Madness: Qualifiers
4986,39163,Colosseo,push,GangNamJin,New York Excelsior,Baptiste,Midseason Madness: Qualifiers
5032,39163,Colosseo,push,Kellan,New York Excelsior,Sigma,Midseason Madness: Qualifiers
5053,39163,Colosseo,push,Kellan,New York Excelsior,Wrecking Ball,Midseason Madness: Qualifiers
5077,39163,Colosseo,push,Myunb0ng,New York Excelsior,Zenyatta,Midseason Madness: Qualifiers
5118,39163,Colosseo,push,Yaki,New York Excelsior,Echo,Midseason Madness: Qualifiers
5157,39163,Colosseo,push,Decay,Washington Justice,Tracer,Midseason Madness: Qualifiers
5184,39163,Colosseo,push,Happy,Washington Justice,Sojourn,Midseason Madness: Qualifiers
5213,39163,Colosseo,push,Kalios,Washington Justice,Sigma,Midseason Madness: Qualifiers
5245,39163,Colosseo,push,Krillin,Washington Justice,Zenyatta,Midseason Madness: Qualifiers
5280,39163,Colosseo,push,OPENER,Washington Justice,Baptiste,Midseason Madness: Qualifiers
5302,39163,Colosseo,push,OPENER,Washington Justice,Lucio,Midseason Madness: Qualifiers
5312,39164,Lijiang Tower,control,Admiral,London Spitfire,Lucio,Midseason Madness: Qualifiers
5349,39164,Lijiang Tower,control,Backbone,London Spitfire,Mei,Midseason Madness: Qualifiers
5385,39164,Lijiang Tower,control,Hadi,London Spitfire,Reinhardt,Midseason Madness: Qualifiers
5415,39164,Lijiang Tower,control,Landon,London Spitfire,Baptiste,Midseason Madness: Qualifiers
5451,39164,Lijiang Tower,control,SparkR,London Spitfire,Cassidy,Midseason Madness: Qualifiers
5473,39164,Lijiang Tower,control,SparkR,London Spitfire,Symmetra,Midseason Madness: Qualifiers
5493,39164,Lijiang Tower,control,CH0R0NG,Toronto Defiant,Lucio,Midseason Madness: Qualifiers
5537,39164,Lijiang Tower,control,Finale,Toronto Defiant,Echo,Midseason Madness: Qualifiers
5565,39164,Lijiang Tower,control,Finale,Toronto Defiant,Genji,Midseason Madness: Qualifiers
5583,39164,Lijiang Tower,control,Heesu,Toronto Defiant,Sombra,Midseason Madness: Qualifiers
5616,39164,Lijiang Tower,control,MuZe,Toronto Defiant,Winston,Midseason Madness: Qualifiers
5654,39164,Lijiang Tower,control,Twilight,Toronto Defiant,Ana,Midseason Madness: Qualifiers
5689,39164,Midtown,hybrid,Admiral,London Spitfire,Ana,Midseason Madness: Qualifiers
5694,39164,Midtown,hybrid,Admiral,London Spitfire,Brigitte,Midseason Madness: Qualifiers
5709,39164,Midtown,hybrid,Admiral,London Spitfire,Lucio,Midseason Madness: Qualifiers
5743,39164,Midtown,hybrid,Landon,London Spitfire,Zenyatta,Midseason Madness: Qualifiers
5778,39164,Midtown,hybrid,Poko,London Spitfire,Sigma,Midseason Madness: Qualifiers
5812,39164,Midtown,hybrid,Shax,London Spitfire,Tracer,Midseason Madness: Qualifiers
5846,39164,Midtown,hybrid,SparkR,London Spitfire,Cassidy,Midseason Madness: Qualifiers
5868,39164,Midtown,hybrid,SparkR,London Spitfire,Sojourn,Midseason Madness: Qualifiers
5894,39164,Midtown,hybrid,CH0R0NG,Toronto Defiant,Lucio,Midseason Madness: Qualifiers
5936,39164,Midtown,hybrid,Finale,Toronto Defiant,Echo,Midseason Madness: Qualifiers
5961,39164,Midtown,hybrid,Finale,Toronto Defiant,Tracer,Midseason Madness: Qualifiers
5967,39164,Midtown,hybrid,Finale,Toronto Defiant,Widowmaker,Midseason Madness: Qualifiers
5986,39164,Midtown,hybrid,Heesu,Toronto Defiant,Sombra,Midseason Madness: Qualifiers
6008,39164,Midtown,hybrid,Heesu,Toronto Defiant,Widowmaker,Midseason Madness: Qualifiers
6036,39164,Midtown,hybrid,MuZe,Toronto Defiant,Doomfist,Midseason Madness: Qualifiers
6052,39164,Midtown,hybrid,MuZe,Toronto Defiant,Winston,Midseason Madness: Qualifiers
6097,39164,Midtown,hybrid,Twilight,Toronto Defiant,Ana,Midseason Madness: Qualifiers
6139,39164,Dorado,payload,Admiral,London Spitfire,Brigitte,Midseason Madness: Qualifiers
6155,39164,Dorado,payload,Admiral,London Spitfire,Lucio,Midseason Madness: Qualifiers
6160,39164,Dorado,payload,Admiral,London Spitfire,Moira,Midseason Madness: Qualifiers
6174,39164,Dorado,payload,Landon,London Spitfire,Lucio,Midseason Madness: Qualifiers
6179,39164,Dorado,payload,Landon,London Spitfire,Zenyatta,Midseason Madness: Qualifiers
6216,39164,Dorado,payload,Poko,London Spitfire,D.Va,Midseason Madness: Qualifiers
6243,39164,Dorado,payload,Poko,London Spitfire,Sigma,Midseason Madness: Qualifiers
6270,39164,Dorado,payload,Shax,London Spitfire,Symmetra,Midseason Madness: Qualifiers
6275,39164,Dorado,payload,Shax,London Spitfire,Tracer,Midseason Madness: Qualifiers
6318,39164,Dorado,payload,SparkR,London Spitfire,Cassidy,Midseason Madness: Qualifiers
6329,39164,Dorado,payload,SparkR,London Spitfire,Sojourn,Midseason Madness: Qualifiers
6355,39164,Dorado,payload,CH0R0NG,Toronto Defiant,Brigitte,Midseason Madness: Qualifiers
6393,39164,Dorado,payload,Finale,Toronto Defiant,Echo,Midseason Madness: Qualifiers
6416,39164,Dorado,payload,Finale,Toronto Defiant,Tracer,Midseason Madness: Qualifiers
6438,39164,Dorado,payload,Heesu,Toronto Defiant,Ashe,Midseason Madness: Qualifiers
6466,39164,Dorado,payload,Heesu,Toronto Defiant,Symmetra,Midseason Madness: Qualifiers
6488,39164,Dorado,payload,MuZe,Toronto Defiant,Winston,Midseason Madness: Qualifiers
6530,39164,Dorado,payload,Twilight,Toronto Defiant,Ana,Midseason Madness: Qualifiers
6566,39164,New Queen Street,push,Admiral,London Spitfire,Lucio,Midseason Madness: Qualifiers
6599,39164,New Queen Street,push,Backbone,London Spitfire,Mei,Midseason Madness: Qualifiers
6633,39164,New Queen Street,push,Hadi,London Spitfire,Reinhardt,Midseason Madness: Qualifiers
6679,39164,New Queen Street,push,Landon,London Spitfire,Baptiste,Midseason Madness: Qualifiers
6722,39164,New Queen Street,push,SparkR,London Spitfire,Sojourn,Midseason Madness: Qualifiers
6746,39164,New Queen Street,push,SparkR,London Spitfire,Soldier: 76,Midseason Madness: Qualifiers
6768,39164,New Queen Street,push,CH0R0NG,Toronto Defiant,Lucio,Midseason Madness: Qualifiers
6805,39164,New Queen Street,push,Finale,Toronto Defiant,Mei,Midseason Madness: Qualifiers
6835,39164,New Queen Street,push,Heesu,Toronto Defiant,Hanzo,Midseason Madness: Qualifiers
6847,39164,New Queen Street,push,Heesu,Toronto Defiant,Sojourn,Midseason Madness: Qualifiers
6883,39164,New Queen Street,push,MuZe,Toronto Defiant,Reinhardt,Midseason Madness: Qualifiers
6907,39164,New Queen Street,push,Twilight,Toronto Defiant,Ana,Midseason Madness: Qualifiers
6910,39164,New Queen Street,push,Twilight,Toronto Defiant,Baptiste,Midseason Madness: Qualifiers
6952,39165,Oasis,control,Hawk,Atlanta Reign,Doomfist,Midseason Madness: Qualifiers
6984,39165,Oasis,control,Kai,Atlanta Reign,Sojourn,Midseason Madness: Qualifiers
7020,39165,Oasis,control,Ojee,Atlanta Reign,Baptiste,Midseason Madness: Qualifiers
7039,39165,Oasis,control,Ojee,Atlanta Reign,Lucio,Midseason Madness: Qualifiers
7086,39165,Oasis,control,UltraViolet,Atlanta Reign,Ana,Midseason Madness: Qualifiers
7113,39165,Oasis,control,UltraViolet,Atlanta Reign,Zenyatta,Midseason Madness: Qualifiers
7145,39165,Oasis,control,Venom,Atlanta Reign,Symmetra,Midseason Madness: Qualifiers
7155,39165,Oasis,control,Venom,Atlanta Reign,Tracer,Midseason Madness: Qualifiers
7191,39165,Oasis,control,Crimzo,Boston Uprising,Ana,Midseason Madness: Qualifiers
7222,39165,Oasis,control,Crimzo,Boston Uprising,Zenyatta,Midseason Madness: Qualifiers
7248,39165,Oasis,control,Faith,Boston Uprising,Brigitte,Midseason Madness: Qualifiers
7266,39165,Oasis,control,Faith,Boston Uprising,Lucio,Midseason Madness: Qualifiers
7300,39165,Oasis,control,ITSAL,Boston Uprising,Wrecking Ball,Midseason Madness: Qualifiers
7334,39165,Oasis,control,Valentine,Boston Uprising,Echo,Midseason Madness: Qualifiers
